Stock1_Name,Stock1_Code,Stock2_Name,Stock2_Code,Correlation
興勤,2428,立敦,6175,0.6118728342231635
台達電,2308,台光電,2383,0.6101130171694863
華碩,2357,微星,2377,0.6088278401449514
鴻海,2317,廣達,2382,0.6071445111902778
亞力,1514,樂事綠能,1529,0.6066590426225811
東元,1504,華電,1603,0.6066511241201719
鴻海,2317,藍天,2362,0.6053269581690438
合機,1618,台達電,2308,0.605084669069224
華紙,1905,永豐餘,1907,0.6040748055480724
東元,1504,飛宏,2457,0.6035006328498383
中電,1611,云辰,2390,0.6024230029190664
華新,1605,華邦電,2344,0.6021026562451526
中興電,1513,建準,2421,0.6018222211691227
鴻海,2317,華碩,2357,0.6011477809243133
強盛新,1463,冠軍,1806,0.6010584399618112
上曜,1316,勤美,1532,0.6010455522882302
菱生,2369,超豐,2441,0.6009345115891218
廣明,6188,宏碁資訊,6811,0.6006883316585931
威致,2028,允強,2034,0.5987711704753262
華電,1603,大亞,1609,0.5983590531301186
亞力,1514,宏泰,1612,0.5976023523872707
大亞,1609,飛宏,2457,0.5975937841740291
上曜,1316,海悅,2348,0.5974919201289366
中鋼,2002,美亞,2020,0.5969973056360698
華電,1603,中環,2323,0.596315276070308
中興電,1513,華榮,1608,0.5962375425686927
宏泰,1612,第一銅,2009,0.5961767243599307
大亞,1609,台達電,2308,0.5925870965630816
正隆,1904,榮成,1909,0.5923832479358635
威盛,2388,偉詮電,2436,0.5904830546447839
神盾,6462,安格,6684,0.5903742483564789
嘉泥,1103,華電,1603,0.5893640556828402
華新,1605,廣明,6188,0.5887549835677778
鴻準,2354,藍天,2362,0.5873623426487515
大亞,1609,合機,1618,0.5857506087414451
中興電,1513,樂事綠能,1529,0.5846591405828782
東元,1504,建準,2421,0.5837186444832325
飛宏,2457,廣明,6188,0.5837168543731875
輔信,2405,宏達電,2498,0.5829290559931951
華新,1605,宏遠證,6015,0.5828788882590853
華電,1603,第一銅,2009,0.5817745450535745
嘉泥,1103,幸福,1108,0.5815397988838664
喬福,1540,廣明,6188,0.581504969245517
東元,1504,京元電子,2449,0.5814940693815474
美亞,2020,新鋼,2032,0.5807729639378804
興勤,2428,華新科,2492,0.5806914275605193
藍天,2362,宏碁資訊,6811,0.5792486291881551
大亞,1609,中電,1611,0.5789102083972275
台達電,2308,台燿,6274,0.5789080832689779
藍天,2362,輔信,2405,0.5776808894640466
亞力,1514,大亞,1609,0.5765243294781838
中興電,1513,華電,1603,0.5763628668638154
藍天,2362,技嘉,2376,0.5760440780570957
華榮,1608,佳世達,2352,0.5755232449263048
茂矽,2342,廣明,6188,0.5755030264307713
強盛新,1463,寶齡富錦,1760,0.5748147310061181
宏泰,1612,合機,1618,0.5725202335332001
敬鵬,2355,燿華,2367,0.5719830677171245
中電,1611,飛宏,2457,0.5716152708797638
藍天,2362,微星,2377,0.5715206021165865
光罩,2338,茂矽,2342,0.5714375223824439
廣達,2382,宏碁資訊,6811,0.5713387129216935
偉詮電,2436,鉅祥,2476,0.5709089092578271
威盛,2388,宏達電,2498,0.5707701216506412
偉詮電,2436,M31,6643,0.570585244754337
大亞,1609,光寶科,2301,0.569476407639418
華新,1605,中環,2323,0.5694495991409537
6723,6723,6832,6832,0.5675173222111133
合機,1618,飛宏,2457,0.5674404000131479
華邦電,2344,方土昶,6265,0.5672963389533702
宏泰,1612,茂矽,2342,0.565710674116665
中興電,1513,台達電,2308,0.564441622194912
麗臺,2465,M31,6643,0.5644394946529202
鴻準,2354,海韻電,6203,0.5639315844139221
鴻準,2354,華碩,2357,0.5639100924022475
華榮,1608,輔信,2405,0.5636044871222373
建準,2421,資通,2471,0.5627977174341043
茂矽,2342,鴻準,2354,0.5625800441516753
茂矽,2342,飛宏,2457,0.5625384493704645
矽統,2363,偉詮電,2436,0.5624610904986825
嘉泥,1103,勤美,1532,0.5623229761521092
華榮,1608,茂矽,2342,0.5622509519011698
立端,6245,創威,6530,0.5616954438414886
東元,1504,台達電,2308,0.5611582906866897
華電,1603,合機,1618,0.5610508172829265
鴻準,2354,撼訊,6150,0.5607424417856829
嘉泥,1103,華榮,1608,0.5606639741542655
亞力,1514,合機,1618,0.5604490371956101
京元電子,2449,廣明,6188,0.5604339935185144
中環,2323,友達,2409,0.5604325355069141
叡揚,6752,宏碁資訊,6811,0.5603523661471846
華新,1605,茂矽,2342,0.5599128071537653
技嘉,2376,廣達,2382,0.5590589753892219
威致,2028,新鋼,2032,0.5588531759866328
中環,2323,精英,2331,0.5585253192333675
亞聚,1308,東聯,1710,0.5578313013059851
嘉泥,1103,五鼎,1733,0.5565835809228447
大亞,1609,第一銅,2009,0.5562975257834653
IKKA-KY,2250,普誠,6129,0.5560686148197491
宏達電,2498,驊訊,6237,0.5559984108140066
勤美,1532,資通,2471,0.5559258826506818
佳能,2374,偉詮電,2436,0.555783566054994
東元,1504,光寶科,2301,0.5557211116486271
中砂,1560,鉅祥,2476,0.5556054884336843
嘉泥,1103,宏泰,1612,0.5550051670878995
第一銅,2009,佳能,2374,0.5549247144298629
台達電,2308,鴻海,2317,0.5548184493891108
IKKA-KY,2250,廣明,6188,0.5547368083950635
技嘉,2376,輔信,2405,0.55470023948909
茂矽,2342,環球晶,6488,0.5536046264735798
恩德,1528,喬福,1540,0.5532800569732287
鴻準,2354,神盾,6462,0.5529352018783142
鴻準,2354,正崴,2392,0.5525853853589697
劍麟,2228,叡揚,6752,0.5525056723326472
精英,2331,宏達電,2498,0.5523237851867059
鴻準,2354,廣達,2382,0.5521612723657346
宏泰,1612,飛宏,2457,0.5518170826080353
華新,1605,大亞,1609,0.5512678430147055
資通,2471,宏碁資訊,6811,0.5508920663814607
資通,2471,叡揚,6752,0.5505912424061203
第一銅,2009,昆盈,2365,0.5505688650626444
興勤,2428,今展科,6432,0.5502714051027433
亞力,1514,中電,1611,0.5502134226907023
嘉泥,1103,美亞,2020,0.5488071708850369
普誠,6129,廣明,6188,0.5487483572602803
幸福,1108,大亞,1609,0.5481073714798251
東元,1504,茂矽,2342,0.5480312441112144
精英,2331,鴻準,2354,0.5479761740675695
佳世達,2352,久威,6114,0.5477629323878795
華新,1605,精英,2331,0.5472152080648407
第一銅,2009,廣明,6188,0.5470757313315405
嘉泥,1103,豐興,2015,0.5467178209417385
菱生,2369,大中,6435,0.5464880579506058
建準,2421,宏碁資訊,6811,0.5464359311277018
茂矽,2342,菱生,2369,0.5461236612003325
幸福,1108,信大,1109,0.546051265955435
華碩,2357,輔信,2405,0.5455948921812451
超豐,2441,合晶,6182,0.5455756895831834
立敦,6175,今展科,6432,0.5454037419034955
偉詮電,2436,京元電子,2449,0.5450526152855567
信大,1109,華電,1603,0.544959290304748
佳世達,2352,正崴,2392,0.5446883076043212
華紙,1905,寶隆,1906,0.5443873568948489
橋椿,2062,精英,2331,0.5434707891751596
偉詮電,2436,普誠,6129,0.5433423470437656
飛宏,2457,普誠,6129,0.5425408379651443
合機,1618,普誠,6129,0.5423463522539489
漢唐,2404,巨漢,6903,0.5421160510829632
2258,2258,宏碁資訊,6811,0.5419235610739108
技嘉,2376,宏碁資訊,6811,0.5417644683392835
華新,1605,宏泰,1612,0.5417234651907877
嘉泥,1103,信大,1109,0.5415870273451565
合機,1618,幃翔,6185,0.5413259996397316
資通,2471,驊宏資,6148,0.5412420280170596
中砂,1560,超豐,2441,0.5405515949501644
華新,1605,鴻海,2317,0.5402180484745668
劍麟,2228,撼訊,6150,0.5392382402356813
嘉泥,1103,廣華-KY,1338,0.5390662328365606
鉅祥,2476,易發,6425,0.5390031418415435
菱生,2369,京元電子,2449,0.5389096925580551
幸福,1108,東元,1504,0.5388914881983723
中環,2323,幃翔,6185,0.5379078669831036
精英,2331,叡揚,6752,0.5378196585461062
東元,1504,第一銅,2009,0.5378044656392083
東元,1504,佳世達,2352,0.5375222282919555
鴻海,2317,精英,2331,0.5367259048383678
第一銅,2009,美亞,2020,0.5356753959114655
鴻準,2354,聯發科,2454,0.5354621314519004
鴻準,2354,輔信,2405,0.534671663089298
中環,2323,佳世達,2352,0.5346528273305328
合機,1618,茂矽,2342,0.5345720783298674
亞力,1514,建準,2421,0.5341005204789269
昶和,1468,久威,6114,0.5340765883698706
華新,1605,新鋼,2032,0.53306585680058
偉詮電,2436,幃翔,6185,0.5326372973150166
中電,1611,佳世達,2352,0.532554826960404
佳世達,2352,友達,2409,0.53244719438671
第一銅,2009,輔信,2405,0.5323371298348845
華電,1603,華新,1605,0.5321356876141363
中電,1611,訊達,6140,0.53201075754478
嘉泥,1103,春源,2010,0.5319573607751138
佳能,2374,普誠,6129,0.5317039627378832
嘉泥,1103,冠軍,1806,0.5316504497616903
寶隆,1906,榮成,1909,0.531604455627691
藍天,2362,廣達,2382,0.5313494081670491
中環,2323,鴻準,2354,0.5311557027790494
鴻海,2317,輔信,2405,0.5309556549292043
華榮,1608,合晶,6182,0.530927556427606
中環,2323,廣明,6188,0.5304241515848979
宏泰,1612,正崴,2392,0.5303777752218224
華榮,1608,台達電,2308,0.5300720588098082
年興,1451,士紙,1903,0.5300498148301315
宏泰,1612,擎邦,6122,0.5300352742417963
光罩,2338,中探針,6217,0.5298482656637767
嘉泥,1103,中環,2323,0.5298268916745178
中興電,1513,中電,1611,0.5297683708522954
鴻海,2317,台燿,6274,0.529575666370928
中砂,1560,台達電,2308,0.5292128138778834
嘉泥,1103,第一銅,2009,0.5288411321849956
華榮,1608,鴻海,2317,0.5286428521367121
華榮,1608,廣明,6188,0.5281150562643194
大亞,1609,建準,2421,0.5276993748502804
麗臺,2465,海韻電,6203,0.5276488965186834
華碩,2357,建準,2421,0.5273706729119576
宏泰,1612,佳能,2374,0.5271678622567822
茂矽,2342,京元電子,2449,0.5270441480636265
士紙,1903,第一銅,2009,0.5262277382890536
敬鵬,2355,兆赫,2485,0.5259272152897739
幃翔,6185,驊訊,6237,0.525837349023169
麗正,2302,華新科,2492,0.5254490368145485
幃翔,6185,力領科技,6996,0.5254450733072451
菱生,2369,偉詮電,2436,0.5253962382691839
光寶科,2301,建準,2421,0.5253410306016197
大亞,1609,茂矽,2342,0.5253361114036229
普誠,6129,幃翔,6185,0.52480682445532
鴻準,2354,幃翔,6185,0.5246902706592139
樂事綠能,1529,大亞,1609,0.5246254457325373
合機,1618,建準,2421,0.5242979669085692
佳能,2374,叡揚,6752,0.5240515984807199
鴻海,2317,建準,2421,0.5239080724500434
東元,1504,喬福,1540,0.5238783324262453
華榮,1608,幃翔,6185,0.5238222078304212
中鋼構,2013,沛波,6248,0.5237067843658552
鴻準,2354,佳能,2374,0.5235739924521958
偉詮電,2436,廣明,6188,0.5234453209986426
6559,6559,6784,6784,0.5233295677165752
嘉泥,1103,大亞,1609,0.5231054844395705
第一銅,2009,鴻準,2354,0.522959402112615
台達電,2308,金像電,2368,0.5228182772009886
訊達,6140,撼訊,6150,0.5227545431961166
精英,2331,廣明,6188,0.5225462689675111
幸福,1108,華榮,1608,0.5224891067276276
中砂,1560,晶焱,6411,0.5219809971848564
勤美,1532,海悅,2348,0.5218402266953674
亞力,1514,大東電,1623,0.5213313169302431
中電,1611,第一銅,2009,0.5203917819460816
宏泰,1612,士紙,1903,0.5201969918284217
宏泰,1612,方土昶,6265,0.5199642231558724
2258,2258,松上,6156,0.5198414546606477
鉅祥,2476,台燿,6274,0.519639756494359
精英,2331,昆盈,2365,0.5195226834899811
東元,1504,佳能,2374,0.5190614182187138
和成,1810,台船,2208,0.5189996929633953
中環,2323,茂矽,2342,0.5189073964951149
中砂,1560,京元電子,2449,0.5187471178198514
華榮,1608,久威,6114,0.518731589280323
2258,2258,建準,2421,0.5184364770173143
藍天,2362,宏達電,2498,0.5184071662863058
幃翔,6185,廣明,6188,0.5183554346869943
中釉,1809,飛宏,2457,0.5180875509826054
藍天,2362,叡揚,6752,0.5180132643952533
華新,1605,菱生,2369,0.5177990757753118
上銀,2049,易發,6425,0.51775952402255
嘉泥,1103,允強,2034,0.5175765951124187
技嘉,2376,建準,2421,0.5173506464357805
佳能,2374,京元電子,2449,0.5172667340596908
鴻準,2354,建準,2421,0.517116943691995
華夏,1305,東聯,1710,0.517104182532396
中興電,1513,茂矽,2342,0.5162964916131054
昆盈,2365,建準,2421,0.5161349138456688
東元,1504,廣明,6188,0.5158760941987693
上銀,2049,M31,6643,0.5157928788841839
鴻海,2317,撼訊,6150,0.515686425385145
久威,6114,幃翔,6185,0.5155584876373641
東元,1504,鴻海,2317,0.5154824521894608
輔信,2405,廣明,6188,0.5154731162364866
華榮,1608,驊訊,6237,0.5153625734321824
偉詮電,2436,旺玖,6233,0.5152127695517741
喬福,1540,橋椿,2062,0.5151586634086467
光罩,2338,菱生,2369,0.5148675006509488
IKKA-KY,2250,佳能,2374,0.5147563254457109
精英,2331,華碩,2357,0.5146526537232005
鴻準,2354,台燿,6274,0.5141687978425438
光寶科,2301,台燿,6274,0.5141234214809784
嘉泥,1103,中鋼,2002,0.514018681014758
台達電,2308,聯發科,2454,0.5140177519403794
建準,2421,飛宏,2457,0.5138098427431278
中電,1611,寶徠,1805,0.5137700282378097
第一銅,2009,精英,2331,0.5134972987117156
亞聚,1308,再生-KY,1337,0.5134944975118133
建準,2421,叡揚,6752,0.5131760480410076
中環,2323,宏達電,2498,0.5131467266474662
精英,2331,友達,2409,0.5131430792594996
華新,1605,光罩,2338,0.5129802493183246
華電,1603,台達電,2308,0.5127362299062805
廣明,6188,M31,6643,0.5126299824313794
東元,1504,久威,6114,0.5125438810178738
建準,2421,台燿,6274,0.512523545498028
中興電,1513,光寶科,2301,0.5124065826393961
華榮,1608,中電,1611,0.5119883055896917
菱生,2369,佳能,2374,0.511975612365486
廣明,6188,點序,6485,0.5117620824754949
華榮,1608,佳能,2374,0.5117397679547877
嘉泥,1103,合機,1618,0.5116685581560539
微星,2377,宏碁資訊,6811,0.511659527857722
中鋼,2002,燁輝,2023,0.511659102204865
輔信,2405,幃翔,6185,0.5115598642795721
建準,2421,廣明,6188,0.5115132677711972
華新,1605,合晶,6182,0.5112778540464562
和成,1810,綠界科技*,6763,0.5112651004137789
威致,2028,沛波,6248,0.5112200787066464
東元,1504,正崴,2392,0.5109600710761372
大亞,1609,佳能,2374,0.5107341522713559
中砂,1560,台燿,6274,0.5105303992354362
春源,2010,允強,2034,0.5103870402300722
佳世達,2352,大井泵浦,6982,0.510319406161926
東元,1504,樂事綠能,1529,0.5102636043775488
嘉泥,1103,鴻準,2354,0.5102579784375857
台達電,2308,昆盈,2365,0.5098824285303852
鴻準,2354,合晶,6182,0.5097771147449566
中砂,1560,建準,2421,0.5096883414849238
偉詮電,2436,久威,6114,0.509657588752335
佳世達,2352,輔信,2405,0.509648526396076
第一銅,2009,佳世達,2352,0.5095621506544431
台達電,2308,京元電子,2449,0.509459079389547
台達電,2308,技嘉,2376,0.5093521254253154
華邦電,2344,菱生,2369,0.5093125630100647
菱生,2369,合晶,6182,0.5089685762478491
鴻海,2317,中環,2323,0.5088292480938261
華榮,1608,建準,2421,0.5086286364251074
順德,2351,晶焱,6411,0.5082468342422234
中砂,1560,矽統,2363,0.5078299786161542
中砂,1560,志聖,2467,0.507744061061546
華榮,1608,昆盈,2365,0.5077243577161514
合機,1618,光寶科,2301,0.5074613333618109
士紙,1903,精英,2331,0.5074105849504222
華電,1603,佳世達,2352,0.5073126105803542
技嘉,2376,台燿,6274,0.5068790441139333
燁輝,2023,允強,2034,0.5068328049446201
華新,1605,晶焱,6411,0.5067061517776028
精英,2331,正崴,2392,0.5067009865560876
新鋼,2032,中環,2323,0.5066639882279429
幸福,1108,華電,1603,0.5065923003190222
合機,1618,第一銅,2009,0.5064533357715336
正崴,2392,輔信,2405,0.5063576757360212
大亞,1609,鴻海,2317,0.5061825443290351
萬旭,6134,廣明,6188,0.5060298618327154
建準,2421,鉅祥,2476,0.5059257965247496
宏達電,2498,幃翔,6185,0.5056878927963552
鴻海,2317,聯發科,2454,0.5056718883216732
喬福,1540,IKKA-KY,2250,0.5055268699565846
廣明,6188,叡揚,6752,0.5054939630181883
鴻海,2317,正崴,2392,0.5054585258200267
大亞,1609,榮星,1617,0.5053187557347427
華榮,1608,美亞,2020,0.5053176386128784
上曜,1316,年興,1451,0.5052440823585526
第一銅,2009,幃翔,6185,0.5048767920244556
華榮,1608,飛宏,2457,0.5048479209181422
華新,1605,正崴,2392,0.50478641389449
興勤,2428,晶焱,6411,0.5046457291680332
亞力,1514,台達電,2308,0.5044445436030223
飛宏,2457,幃翔,6185,0.5042605372525059
鴻準,2354,偉詮電,2436,0.5038510984871831
麗正,2302,超豐,2441,0.5037859228358862
鴻海,2317,廣明,6188,0.5032143718934663
鉅祥,2476,大中,6435,0.5031190536903376
宏達電,2498,廣明,6188,0.5030907906398097
勤美,1532,劍麟,2228,0.5029437638507525
鉅祥,2476,華景電,6788,0.5028862468542474
菱生,2369,晶焱,6411,0.502870806611957
麗正,2302,晶焱,6411,0.5027946398573415
喬福,1540,飛宏,2457,0.5027726831316182
佳能,2374,宏達電,2498,0.5026944913275678
聯發科,2454,合晶,6182,0.5024284650725394
精英,2331,技嘉,2376,0.5021306498513844
台達電,2308,廣明,6188,0.5019634883924365
第一銅,2009,友達,2409,0.5016956134441583
合機,1618,久威,6114,0.5016809298817589
中環,2323,藍天,2362,0.5016722515984942
佳世達,2352,鴻準,2354,0.5016105882265586
廣達,2382,建準,2421,0.5013473940219639
晉泰,6221,叡揚,6752,0.5011342901789063
合機,1618,佳世達,2352,0.5010834253991889
光罩,2338,茂迪,6244,0.5010263796824864
士紙,1903,廣明,6188,0.5007271201922283
嘉泥,1103,鴻海,2317,0.5006714458113253
宏泰,1612,鴻準,2354,0.500662179367197
偉詮電,2436,晶焱,6411,0.5005669162716729
東元,1504,華新,1605,0.499761926497108
中興電,1513,第一銅,2009,0.4997590757955528
鴻海,2317,宏遠證,6015,0.49956942231519663
年興,1451,精英,2331,0.49925545117077136
光寶科,2301,鴻海,2317,0.4991861262119718
第一銅,2009,威致,2028,0.499167824120069
茂矽,2342,大中,6435,0.49912899827752627
茂矽,2342,台燿,6274,0.49911191242901287
士紙,1903,允強,2034,0.49909739432190076
幸福,1108,厚生,2107,0.4990879723561343
全新,2455,中探針,6217,0.4989853170103818
京元電子,2449,台燿,6274,0.49875840847626357
華碩,2357,宏達電,2498,0.49864612743962433
台達電,2308,鉅祥,2476,0.4985578669560224
合機,1618,鴻準,2354,0.4983814537743721
嘉泥,1103,雋揚,1439,0.49823076082989953
合晶,6182,台燿,6274,0.4981834783727241
資通,2471,廣明,6188,0.4981758310691075
鴻準,2354,普誠,6129,0.4981188207155209
建準,2421,普誠,6129,0.49795551840888397
廣明,6188,立端,6245,0.4978463003299282
菱生,2369,中探針,6217,0.497685843220196
佳能,2374,建準,2421,0.4976500733156997
台達電,2308,佳能,2374,0.49744501171122496
永光,1711,兆赫,2485,0.4973819915744971
宏泰,1612,建準,2421,0.49722452705376957
微星,2377,廣達,2382,0.49702425092365576
華友聯,1436,勤美,1532,0.4968956793235899
永裕,1323,地球,1324,0.49670872546600087
華榮,1608,技嘉,2376,0.4965572252394959
華新科,2492,宏達電,2498,0.49641736878372644
幸福,1108,中電,1611,0.49617741871497534
中釉,1809,M31,6643,0.49608037157802876
6737,6737,6786,6786,0.49583004767688577
中砂,1560,偉詮電,2436,0.4957287976981558
鴻海,2317,宏碁資訊,6811,0.4956845846849492
京元電子,2449,晶焱,6411,0.4956535307081428
東典光電,6588,雍智科技,6683,0.4956311541505874
東元,1504,台燿,6274,0.49523647516356584
幃翔,6185,神盾,6462,0.4951338932279237
IKKA-KY,2250,建準,2421,0.49509740791659534
華榮,1608,鴻準,2354,0.4950728903514365
華新,1605,允強,2034,0.4948279008628331
矽統,2363,佳能,2374,0.49469322605161004
光罩,2338,建準,2421,0.4946643215498358
超豐,2441,晶焱,6411,0.4945130434988282
東泥,1110,華榮,1608,0.4944250154994916
劍麟,2228,綠界科技*,6763,0.49436010080961795
保勝光學,6517,綠界科技*,6763,0.4943171886561297
偉詮電,2436,華景電,6788,0.4942731976503468
新鋼,2032,沛波,6248,0.4942701541506225
宏泰,1612,廣明,6188,0.4942417235392702
精英,2331,華新科,2492,0.49406255767741386
嘉泥,1103,華新,1605,0.4940166202295898
輔信,2405,立端,6245,0.49381870963474556
台達電,2308,超豐,2441,0.4937069187524496
華友聯,1436,富旺,6219,0.4935234016851599
東元,1504,云辰,2390,0.49350183325720987
嘉泥,1103,昆盈,2365,0.49346511420261335
喬福,1540,劍麟,2228,0.4933641736164713
鴻準,2354,M31,6643,0.4933547782656921
方土昶,6265,點序,6485,0.49328597683940717
宏泰,1612,偉詮電,2436,0.4932177200494076
力鵬,1447,東聯,1710,0.4930914342360488
豐興,2015,威致,2028,0.49306697314474507
勤美,1532,綠界科技*,6763,0.49306480444016126
2258,2258,精英,2331,0.49295203919236363
東元,1504,宏碁資訊,6811,0.4928147437329306
嘉泥,1103,伸興,1558,0.49278642985095344
華榮,1608,正崴,2392,0.4924560968056995
矽統,2363,M31,6643,0.4918694463287301
中電,1611,中環,2323,0.4917622318852804
嘉泥,1103,台達電,2308,0.4916122402849066
昆盈,2365,偉詮電,2436,0.49160875261450154
台達電,2308,偉詮電,2436,0.49154311133757317
威盛,2388,立端,6245,0.4915194457445016
華新,1605,友達,2409,0.49147832308500533
興勤,2428,艾華,6204,0.49147729003536894
巨庭,1539,六暉-KY,2115,0.4913167150859044
中鋼,2002,春源,2010,0.49122072377910253
中砂,1560,佳能,2374,0.49117251390419864
第一銅,2009,華邦電,2344,0.4910006713167662
宏泰,1612,橋椿,2062,0.4908945033235554
光寶科,2301,偉詮電,2436,0.49084876256330584
精英,2331,微星,2377,0.4905608073929095
藍天,2362,華新科,2492,0.49052523051712127
光罩,2338,全新,2455,0.49052274207725516
東元,1504,大井泵浦,6982,0.4905136047972029
佳能,2374,飛宏,2457,0.49035753891642614
佳能,2374,合晶,6182,0.49032597889765733
金像電,2368,建準,2421,0.49023222043859765
菱生,2369,普誠,6129,0.48985802874684553
偉詮電,2436,麗臺,2465,0.4898419769059106
菱生,2369,方土昶,6265,0.48974722725249165
東元,1504,鴻準,2354,0.48973660672531244
勤美,1532,叡揚,6752,0.48960963778864713
宏泰,1612,菱生,2369,0.4891878997255761
喬福,1540,昆盈,2365,0.48908661582858687
東元,1504,華電網,6163,0.48906215243457646
IKKA-KY,2250,昆盈,2365,0.4888774813338181
樂事綠能,1529,合機,1618,0.4888608009203284
華新,1605,鴻準,2354,0.48879454594248833
2258,2258,佳世達,2352,0.4887928507572005
鴻準,2354,叡揚,6752,0.48865913789624976
精英,2331,方土昶,6265,0.4885731296712965
中砂,1560,華新,1605,0.488285174445019
中砂,1560,華景電,6788,0.4882404078954456
全新,2455,創威,6530,0.4880927066666601
華碩,2357,立端,6245,0.4880433519152512
上銀,2049,昆盈,2365,0.48799177880395084
飛宏,2457,大中,6435,0.48795847686803295
茂矽,2342,偉詮電,2436,0.48787880909493153
第一銅,2009,台達電,2308,0.4878715793348152
鉅祥,2476,廣閎科,6693,0.4877768343709316
第一銅,2009,豐興,2015,0.4877613043167545
6434,6434,6673,6673,0.48767235263625275
鴻海,2317,宏達電,2498,0.48756842961675023
宏泰,1612,昆盈,2365,0.48753288009831725
鴻準,2354,宏達電,2498,0.4874220573512725
喬福,1540,佳能,2374,0.48732786690562385
麗臺,2465,廣明,6188,0.48731412587882117
勤美,1532,中電,1611,0.48715383064219603
萬旭,6134,衛司特,6894,0.48709957026960465
第一銅,2009,中鋼構,2013,0.48709811283061544
年興,1451,第一銅,2009,0.4870617481976933
微星,2377,撼訊,6150,0.4867576448314491
台燿,6274,環球晶,6488,0.486672859588979
鉅祥,2476,立端,6245,0.48649439183872684
佳能,2374,M31,6643,0.4864106997924658
京元電子,2449,普誠,6129,0.4863933829080236
驊訊,6237,瑞耘,6532,0.48631855416408404
鴻準,2354,欣普羅,6560,0.4861380241702277
宏泰,1612,輔信,2405,0.486053586930177
宏泰,1612,叡揚,6752,0.48598339852301264
6810,6810,6827,6827,0.48586834313425653
普誠,6129,旺玖,6233,0.4858668921246473
技嘉,2376,聯發科,2454,0.4856908212912981
精英,2331,廣達,2382,0.48568115307858933
合機,1618,廣明,6188,0.48567105851435804
華榮,1608,士紙,1903,0.48541097502984215
嘉泥,1103,華豐,2109,0.48534544357361764
正隆,1904,華紙,1905,0.48522914579068493
第一銅,2009,宏遠證,6015,0.48521405485910896
